# path_seg_number, u, x (m), y (m), heading (deg), radius of curvature (m), flag_to_identify_given_pose
12 ,  0.30000000000000004 ,  368935.56889248674 ,  3280354.696572783 ,  -138.12510141919873 ,  -15.736666192617504 ,  0
12 ,  0.35000000000000003 ,  368935.351252316 ,  3280354.5049542426 ,  -139.13792578012686 ,  -17.01445043960832 ,  0
12 ,  0.4 ,  368935.12562226434 ,  3280354.313114782 ,  -140.10939503898544 ,  -17.84443349927702 ,  0
12 ,  0.45 ,  368934.8936620819 ,  3280354.1224944857 ,  -141.06230407735788 ,  -18.175878825963064 ,  0
12 ,  0.5 ,  368934.65703151876 ,  3280353.934533435 ,  -142.0174438317664 ,  -17.996617631161264 ,  0
12 ,  0.55 ,  368934.41739032534 ,  3280353.7506717164 ,  -142.99513969554977 ,  -17.332544626395844 ,  0
12 ,  0.6000000000000001 ,  368934.17639825185 ,  3280353.572349414 ,  -144.01667621664262 ,  -16.24266717678823 ,  0
12 ,  0.65 ,  368933.9357150482 ,  3280353.4010066097 ,  -145.1058163268964 ,  -14.81092317694165 ,  0
12 ,  0.7000000000000001 ,  368933.6970004649 ,  3280353.238083389 ,  -146.29063918909412 ,  -13.136365046438993 ,  0
12 ,  0.75 ,  368933.4619142519 ,  3280353.0850198343 ,  -147.60599142874784 ,  -11.323268990453391 ,  0
12 ,  0.8 ,  368933.2321161595 ,  3280352.943256031 ,  -149.09699719528496 ,  -9.472377749610079 ,  0
12 ,  0.8500000000000001 ,  368933.00926593796 ,  3280352.8142320616 ,  -150.82435431159718 ,  -7.673995123509299 ,  0
12 ,  0.9 ,  368932.79502333736 ,  3280352.699388011 ,  -152.8726682369442 ,  -6.003177365268543 ,  0
12 ,  0.9500000000000001 ,  368932.59104810795 ,  3280352.6001639618 ,  -155.36404686538052 ,  -4.516910696189202 ,  0
13 ,  0.0 ,  368932.399 ,  3280352.518 ,  -158.48097607735943 ,  1.2975190005254316 ,  1
13 ,  0.05 ,  368932.2501057229 ,  3280352.449433019 ,  -152.42498704175568 ,  1.851519419426656 ,  0
13 ,  0.1 ,  368932.09447328653 ,  3280352.3593055154 ,  -147.6715178650266 ,  2.5295898072225946 ,  0
13 ,  0.15000000000000002 ,  368931.9336931607 ,  3280352.249465595 ,  -143.8203812745486 ,  3.3029881661092975 ,  0
13 ,  0.2 ,  368931.76935581554 ,  3280352.12176136 ,  -140.59862633670966 ,  4.1266835439536935 ,  0
13 ,  0.25 ,  368931.6030517208 ,  3280351.978040916 ,  -137.81768861636704 ,  4.9426765811357605 ,  0
13 ,  0.30000000000000004 ,  368931.43637134705 ,  3280351.820152367 ,  -135.34335828049245 ,  5.6859194896759835 ,  0
13 ,  0.35000000000000003 ,  368931.2709051637 ,  3280351.649943817 ,  -133.07611622543166 ,  6.292273240715968 ,  0
13 ,  0.4 ,  368931.10824364127 ,  3280351.4692633706 ,  -130.9382812090623 ,  6.7072817318884885 ,  0
13 ,  0.45 ,  368930.9499772496 ,  3280351.279959131 ,  -128.8653208250858 ,  6.894055673084966 ,  0
13 ,  0.5 ,  368930.79769645864 ,  3280351.0838792035 ,  -126.79958037562915 ,  6.838538681175115 ,  0
13 ,  0.55 ,  368930.65299173846 ,  3280350.8828716916 ,  -124.68527437723407 ,  6.5509892655957165 ,  0
13 ,  0.6000000000000001 ,  368930.51745355927 ,  3280350.6787847 ,  -122.46391111483442 ,  6.063486217844646 ,  0
13 ,  0.65 ,  368930.3926723909 ,  3280350.473466333 ,  -120.06945620573077 ,  5.424268445055647 ,  0
13 ,  0.7000000000000001 ,  368930.28023870353 ,  3280350.2687646947 ,  -117.4225348241263 ,  4.690371028022091 ,  0
13 ,  0.75 ,  368930.18174296705 ,  3280350.066527889 ,  -114.42285876373049 ,  3.9201370084095806 ,  0
13 ,  0.8 ,  368930.09877565154 ,  3280349.86860402 ,  -110.9389087193537 ,  3.1668488815798033 ,  0
13 ,  0.8500000000000001 ,  368930.0329272271 ,  3280349.6768411924 ,  -106.79393186937246 ,  2.474173697767746 ,  0
13 ,  0.9 ,  368929.9857881636 ,  3280349.493087511 ,  -101.74831169856212 ,  1.8735975995105436 ,  0
13 ,  0.9500000000000001 ,  368929.95894893125 ,  3280349.319191078 ,  -95.4827103043499 ,  1.3836961469535605 ,  0
14 ,  0.0 ,  368929.954 ,  3280349.157 ,  -87.6001193523922 ,  2.0665143678979687 ,  1
14 ,  0.05 ,  368929.9807510676 ,  3280348.8893333967 ,  -81.35386633040791 ,  2.944374932585577 ,  0
14 ,  0.1 ,  368930.03817251266 ,  3280348.5999919414 ,  -76.45198504294588 ,  4.02557455521436 ,  0
14 ,  0.15000000000000002 ,  368930.12416399055 ,  3280348.29241384 ,  -72.48617191883852 ,  5.2665342923642395 ,  0
14 ,  0.2 ,  368930.23662515625 ,  3280347.970037297 ,  -69.17544563663807 ,  6.5971102996980795 ,  0
14 ,  0.25 ,  368930.3734556651 ,  3280347.636300518 ,  -66.32492052357445 ,  7.925348471078022 ,  0
14 ,  0.30000000000000004 ,  368930.53255517234 ,  3280347.2946417085 ,  -63.79574338161164 ,  9.146491002774098 ,  0
14 ,  0.35000000000000003 ,  368930.71182333294 ,  3280346.948499073 ,  -61.48505892958627 ,  10.155491689905022 ,  0
14 ,  0.4 ,  368930.90915980237 ,  3280346.6013108166 ,  -59.312802946591695 ,  10.86123167763332 ,  0
14 ,  0.45 ,  368931.12246423564 ,  3280346.2565151444 ,  -57.21274507033378 ,  11.199745870620402 ,  0
14 ,  0.5 ,  368931.3496362879 ,  3280345.9175502616 ,  -55.12602900612446 ,  11.14357877030369 ,  0
14 ,  0.55 ,  368931.5885756144 ,  3280345.587854374 ,  -52.99603501774861 ,  10.705147706013769 ,  0
14 ,  0.6000000000000001 ,  368931.8371818703 ,  3280345.2708656862 ,  -50.7637168669599 ,  9.933510930963266 ,  0
14 ,  0.65 ,  368932.09335471084 ,  3280344.9700224036 ,  -48.362704086562616 ,  8.905631697604594 ,  0
14 ,  0.7000000000000001 ,  368932.35499379126 ,  3280344.6887627314 ,  -45.7134554342962 ,  7.714435775549756 ,  0
14 ,  0.75 ,  368932.61999876663 ,  3280344.430524874 ,  -42.71563193814175 ,  6.45630467291434 ,  0
14 ,  0.8 ,  368932.8862692922 ,  3280344.198747038 ,  -39.23768858834348 ,  5.220191445916057 ,  0
14 ,  0.8500000000000001 ,  368933.15170502313 ,  3280343.9968674267 ,  -35.10268051297489 ,  4.079659630202883 ,  0
14 ,  0.9 ,  368933.4142056146 ,  3280343.828324247 ,  -30.070205632466966 ,  3.0882539743119253 ,  0
14 ,  0.9500000000000001 ,  368933.67167072184 ,  3280343.696555703 ,  -23.81862887409626 ,  2.278009042620459 ,  0
15 ,  0.0 ,  368933.922 ,  3280343.605 ,  -15.945395896639509 ,  12.248726714849564 ,  1
15 ,  0.05 ,  368934.6158048233 ,  3280343.42621346 ,  -13.11214315629513 ,  17.091347120664377 ,  0
15 ,  0.1 ,  368935.37609062914 ,  3280343.265531465 ,  -10.86432180341359 ,  22.892555955847616 ,  0
15 ,  0.15000000000000002 ,  368936.19559997605 ,  3280343.1223460017 ,  -9.035343345605401 ,  29.590770332173054 ,  0
15 ,  0.2 ,  368937.0670754227 ,  3280342.996049061 ,  -7.513917430600657 ,  37.06861723899529 ,  0
15 ,  0.25 ,  368937.9832595277 ,  3280342.88603263 ,  -6.223212513931253 ,  45.149814357769735 ,  0
15 ,  0.30000000000000004 ,  368938.9368948499 ,  3280342.7916886997 ,  -5.108518238590433 ,  53.59726004283281 ,  0
15 ,  0.35000000000000003 ,  368939.92072394764 ,  3280342.712409258 ,  -4.129708231759347 ,  62.11322676653707 ,  0
15 ,  0.4 ,  368940.92748938 ,  3280342.647586294 ,  -3.256480761121651 ,  70.3429171258666 ,  0
15 ,  0.45 ,  368941.9499337053 ,  3280342.5966117973 ,  -2.4652482864191456 ,  77.88299822971757 ,  0
15 ,  0.5 ,  368942.9807994822 ,  3280342.558877756 ,  -1.7370259164900037 ,  84.2969793367799 ,  0
15 ,  0.55 ,  368944.01282926963 ,  3280342.5337761594 ,  -1.055930296147831 ,  89.1392552252601 ,  0
15 ,  0.6000000000000001 ,  368945.03876562597 ,  3280342.5206989967 ,  -0.408043817130387 ,  91.98904052695943 ,  0
15 ,  0.65 ,  368946.05135111 ,  3280342.519038257 ,  0.21952349299663115 ,  92.49396513495445 ,  0
15 ,  0.7000000000000001 ,  368947.04332828027 ,  3280342.5281859296 ,  0.8395067484088503 ,  90.42058221331658 ,  0
15 ,  0.75 ,  368948.00743969565 ,  3280342.547534003 ,  1.465422390766856 ,  85.7055803571165 ,  0
15 ,  0.8 ,  368948.93642791465 ,  3280342.5764744664 ,  2.112727505493417 ,  78.4978175695205 ,  0
15 ,  0.8500000000000001 ,  368949.8230354958 ,  3280342.6143993083 ,  2.8004445741880835 ,  69.17886641281946 ,  0
15 ,  0.9 ,  368950.6600049981 ,  3280342.6607005186 ,  3.553674519869422 ,  58.35045319653843 ,  0
15 ,  0.9500000000000001 ,  368951.4400789799 ,  3280342.714770086 ,  4.407810231770137 ,  46.782372379831806 ,  0
16 ,  0.0 ,  368952.156 ,  3280342.776 ,  5.4161463944478125 ,  -100.0 ,  1
16 ,  0.05 ,  368952.85186639044 ,  3280342.840558318 ,  5.213377139663701 ,  -100.0 ,  0
16 ,  0.1 ,  368953.6100327208 ,  3280342.909135192 ,  5.143503897093427 ,  -100.0 ,  0
16 ,  0.15000000000000002 ,  368954.42326099426 ,  3280342.982466858 ,  5.176882387849491 ,  100.0 ,  0
16 ,  0.2 ,  368955.2843132139 ,  3280343.061289548 ,  5.296252890110801 ,  100.0 ,  0
16 ,  0.25 ,  368956.18595138297 ,  3280343.146339499 ,  5.491939014534777 ,  100.0 ,  0
16 ,  0.30000000000000004 ,  368957.12093750446 ,  3280343.238352947 ,  5.759346274983168 ,  100.0 ,  0
16 ,  0.35000000000000003 ,  368958.0820335818 ,  3280343.3380661253 ,  6.097643681136681 ,  100.0 ,  0
16 ,  0.4 ,  368959.0620016181 ,  3280343.4462152715 ,  6.509116254437434 ,  100.0 ,  0
16 ,  0.45 ,  368960.0536036164 ,  3280343.5635366184 ,  6.998947470879167 ,  100.0 ,  0
16 ,  0.5 ,  368961.0496015799 ,  3280343.6907664016 ,  7.575325598736491 ,  92.35602166461814 ,  0
16 ,  0.55 ,  368962.0427575118 ,  3280343.8286408572 ,  8.249847071657763 ,  78.62880365764981 ,  0
16 ,  0.6000000000000001 ,  368963.0258334154 ,  3280343.97789622 ,  9.038248035088333 ,  66.44710717186352 ,  0
16 ,  0.65 ,  368963.9915912936 ,  3280344.139268725 ,  9.961553718017793 ,  55.56955269269433 ,  0
16 ,  0.7000000000000001 ,  368964.9327931497 ,  3280344.3134946083 ,  11.047809526496202 ,  45.86357015296065 ,  0
16 ,  0.75 ,  368965.8422009869 ,  3280344.501310103 ,  12.334668562081902 ,  37.25499904578667 ,  0
16 ,  0.8 ,  368966.7125768084 ,  3280344.7034514463 ,  13.873286130432147 ,  29.69904691137952 ,  0
16 ,  0.8500000000000001 ,  368967.53668261727 ,  3280344.9206548724 ,  15.73425990722691 ,  23.162633921414564 ,  0
16 ,  0.9 ,  368968.3072804167 ,  3280345.153656617 ,  18.016825462474536 ,  17.613185978718214 ,  0
16 ,  0.9500000000000001 ,  368969.01713220985 ,  3280345.403192914 ,  20.86325398863191 ,  13.011302426214753 ,  0
17 ,  0.0 ,  368969.659 ,  3280345.67 ,  24.481383419735415 ,  -100.0 ,  1
17 ,  0.05 ,  368970.3745629526 ,  3280345.9958200776 ,  24.48138342037265 ,  -100.0 ,  0
17 ,  0.1 ,  368971.151557383 ,  3280346.3496119906 ,  24.48138342112822 ,  -100.0 ,  0
17 ,  0.15000000000000002 ,  368971.9831575712 ,  3280346.728267757 ,  24.481383417130314 ,  -100.0 ,  0
17 ,  0.2 ,  368972.8625377976 ,  3280347.1286793957 ,  24.481383418350738 ,  -100.0 ,  0
17 ,  0.25 ,  368973.7828723424 ,  3280347.5477389237 ,  24.481383419902933 ,  -100.0 ,  0
17 ,  0.30000000000000004 ,  368974.737335486 ,  3280347.9823383605 ,  24.481383421262077 ,  -100.0 ,  0
17 ,  0.35000000000000003 ,  368975.71910150844 ,  3280348.4293697234 ,  24.481383418277137 ,  -100.0 ,  0
17 ,  0.4 ,  368976.7213446902 ,  3280348.8857250316 ,  24.48138342019499 ,  -100.0 ,  0
17 ,  0.45 ,  368977.73723931145 ,  3280349.3482963033 ,  24.481383417652744 ,  -100.0 ,  0
17 ,  0.5 ,  368978.75995965226 ,  3280349.813975556 ,  24.481383415541508 ,  -100.0 ,  0
17 ,  0.55 ,  368979.7826799932 ,  3280350.2796548093 ,  24.481383413568068 ,  -100.0 ,  0
17 ,  0.6000000000000001 ,  368980.7985746144 ,  3280350.7422260805 ,  24.48138341144481 ,  -100.0 ,  0
17 ,  0.65 ,  368981.80081779603 ,  3280351.1985813887 ,  24.481383409629903 ,  -100.0 ,  0
17 ,  0.7000000000000001 ,  368982.78258381854 ,  3280351.6456127516 ,  24.481383407841758 ,  -100.0 ,  0
17 ,  0.75 ,  368983.7370469621 ,  3280352.080212188 ,  24.48138340577537 ,  -100.0 ,  0
17 ,  0.8 ,  368984.6573815069 ,  3280352.4992717165 ,  24.48138340391372 ,  -100.0 ,  0
17 ,  0.8500000000000001 ,  368985.53676173324 ,  3280352.899683354 ,  24.4813833967861 ,  -100.0 ,  0
17 ,  0.9 ,  368986.3683619215 ,  3280353.2783391206 ,  24.481383394315863 ,  -100.0 ,  0
17 ,  0.9500000000000001 ,  368987.1453563518 ,  3280353.6321310336 ,  24.481383385565618 ,  -100.0 ,  0
